OPERATORE,DATA,STATO ATTIVAZIONE,COMUNE,PROVINCIA,ETRS89EST,ETRS89NORD
WIND-TRE,2017 July 05,REALIZZATO,ARTA TERME,UD,347939,5148546.3
TELECOM ITALIA MOBILE,2013 April 18,DA REALIZZARE,VILLESSE,GO,380334.4,5081137.9
WIND-TRE,2017 August 25,REALIZZATO,TRIESTE,TS,406903.9,5053094.9
WIND-TRE,2013 March 07,REALIZZATO,POLCENIGO,PN,308115.5,5100057.6
WIND-TRE,2011 October 11,REALIZZATO,CIVIDALE DEL FRIULI,UD,382991.7,5106888.7
VODAFONE OMNITEL,2015 December 09,REALIZZATO,GORIZIA,GO,392771.4,5088343.4
TELECOM ITALIA MOBILE,2017 March 09,REALIZZATO,SAURIS,UD,322803.9,5147749.2
VODAFONE OMNITEL,2017 November 07,REALIZZATO,MUGGIA,TS,401966.7,5050165.4
TELECOM ITALIA MOBILE,2013 February 26,REALIZZATO,TRIESTE,TS,404184,5054481.1
WIND-TRE,2019 September 09,DA REALIZZARE,PASIAN DI PRATO,UD,356981.1,5101377.5
VODAFONE OMNITEL,2015 August 11,REALIZZATO,LATISANA,UD,344217,5071628.7
VODAFONE OMNITEL,2014 December 09,REALIZZATO,MORSANO AL TAGLIAMENTO,PN,341770.4,5079526.6
TELECOM ITALIA MOBILE,2014 May 29,REALIZZATO,MONFALCONE,GO,386792.8,5073058.5
TELECOM ITALIA MOBILE,2017 November 22,DA REALIZZARE,UDINE,UD,362561.3,5103312.9
ILIAD ITALIA,2019 July 16,DA REALIZZARE,MONFALCONE,GO,386206.5,5074138.3
VODAFONE OMNITEL,2019 June 21,DA REALIZZARE,MORUZZO,UD,355040.3,5109050.3
VODAFONE OMNITEL,2014 April 23,REALIZZATO,AZZANO DECIMO,PN,321755.8,5084171.3
TELECOM ITALIA MOBILE,2014 April 16,REALIZZATO,PORDENONE,PN,316670,5093525.1
VODAFONE OMNITEL,2014 July 21,REALIZZATO,FONTANAFREDDA,PN,311063.1,5095342.2
TELECOM ITALIA MOBILE,2017 March 30,REALIZZATO,LIGNANO SABBIADORO,UD,354338.6,5060629.9
TELECOM ITALIA MOBILE,2014 July 18,DA REALIZZARE,PALMANOVA,UD,369095.5,5084983.3
WIND-TRE,2018 April 13,REALIZZATO,LIGNANO SABBIADORO,UD,352725.9,5059079
TELECOM ITALIA MOBILE,2017 October 04,REALIZZATO,UDINE,UD,363768.6,5103078.4
TELECOM ITALIA MOBILE,2017 March 23,DA REALIZZARE,DOGNA,UD,370969.9,5145448.5
ALTRO GESTORE,2007 December 12,REALIZZATO,TRIESTE,TS,404731.2,5060476.1
VODAFONE OMNITEL,2015 April 09,REALIZZATO,FAGAGNA,UD,352168.3,5107318.5
WIND-TRE,2016 January 29,REALIZZATO,CORDENONS,PN,321995.9,5095410.1
TELECOM ITALIA MOBILE,2014 April 09,REALIZZATO,PALUZZA,UD,347649.1,5154739.2
WIND-TRE,2017 May 08,REALIZZATO,PRATO CARNICO,UD,331891.4,5153948.5
TELECOM ITALIA MOBILE,2017 June 13,REALIZZATO,UDINE,UD,364407.5,5102495.9
TELECOM ITALIA MOBILE,2015 October 23,REALIZZATO,POZZUOLO DEL FRIULI,UD,361123.4,5094186.5
VODAFONE OMNITEL,2015 January 19,REALIZZATO,LIGNANO SABBIADORO,UD,355603.5,5061639.7
VODAFONE OMNITEL,2016 August 17,DA REALIZZARE,MUGGIA,TS,402291.7,5050966.7
TELECOM ITALIA MOBILE,2014 April 03,DA REALIZZARE,SAN VITO AL TAGLIAMENTO,PN,333784.8,5086996
TELECOM ITALIA MOBILE,2014 April 14,REALIZZATO,LATISANA,UD,344217,5071628.7
ILIAD ITALIA,2019 September 27,DA REALIZZARE,UDINE,UD,365188.07,5098714
TELECOM ITALIA MOBILE,2017 November 10,REALIZZATO,TALMASSONS,UD,351868.5,5088658.5
VODAFONE OMNITEL,2014 August 07,REALIZZATO,BRUGNERA,PN,310232,5087301.3
WIND-TRE,2018 March 07,REALIZZATO,GRADISCA D'ISONZO,GO,383273.6,5082529.3
TELECOM ITALIA MOBILE,2007 August 29,REALIZZATO,CLAUT,PN,306164.6,5123049.6
TELECOM ITALIA MOBILE,2014 July 03,REALIZZATO,LIGNANO SABBIADORO,UD,353052.9,5059373.4
VODAFONE OMNITEL,2013 December 23,REALIZZATO,TARVISIO,UD,386438.6,5148711.6
TELECOM ITALIA MOBILE,2014 June 19,REALIZZATO,DUINO AURISINA,TS,393978.3,5069819.2
TELECOM ITALIA MOBILE,2014 August 04,REALIZZATO,SACILE,PN,303711.1,5090968.2
TELECOM ITALIA MOBILE,2015 June 15,REALIZZATO,POZZUOLO DEL FRIULI,UD,360284.4,5093319.7
TELECOM ITALIA MOBILE,2016 February 05,DA REALIZZARE,LATISANA,UD,347963,5064485
TELECOM ITALIA MOBILE,2014 March 18,REALIZZATO,PAVIA DI UDINE,UD,369321.2,5093594.7
WIND-TRE,2017 June 29,REALIZZATO,SGONICO,TS,402552.2,5065053
VODAFONE OMNITEL,2014 August 25,REALIZZATO,SPILIMBERGO,PN,334835.2,5107284.6
VODAFONE OMNITEL,2018 January 22,REALIZZATO,TRIESTE,TS,404084.3,5055785.9
TELECOM ITALIA MOBILE,2012 October 22,SOSTITUITO,BASILIANO,UD,352882.4,5099775.8
TELECOM ITALIA MOBILE,2006 May 24,REALIZZATO,PONTEBBA,UD,368352.2,5157082.8
TELECOM ITALIA MOBILE,2013 October 07,REALIZZATO,SAN CANZIAN D'ISONZO,GO,379485.7,5074757.4
WIND-TRE,2017 May 10,REALIZZATO,OSOPPO,UD,352199.1,5123071.2
TELECOM ITALIA MOBILE,2014 May 05,REALIZZATO,PORDENONE,PN,318756.6,5091978.8
VODAFONE OMNITEL,2015 July 21,REALIZZATO,MARANO LAGUNARE,UD,357011.7,5069150.8
TELECOM ITALIA MOBILE,2013 December 03,REALIZZATO,TRIESTE,TS,406204,5052942.1
VODAFONE OMNITEL,2014 June 16,REALIZZATO,FORNI DI SOPRA,UD,313785.7,5143490.1
WIND-TRE,2017 July 28,REALIZZATO,TRIESTE,TS,406598.6,5054037.2
WIND-TRE,2017 May 09,REALIZZATO,TAIPANA,UD,372674.6,5124371.6
VODAFONE OMNITEL,2015 October 08,DA REALIZZARE,ZOPPOLA,PN,327039.9,5092301
WIND-TRE,2017 July 11,REALIZZATO,TRIESTE,TS,404191.2,5055351.7
WIND-TRE,2012 March 05,REALIZZATO,AVIANO,PN,312974.3,5105472.9
VODAFONE OMNITEL,2017 November 27,REALIZZATO,TRIESTE,TS,405594.9,5052460.1
WIND-TRE,2012 March 14,REALIZZATO,BAGNARIA ARSA,UD,366802.9,5083660.9
VODAFONE OMNITEL,2015 December 02,REALIZZATO,GONARS,UD,362964,5084618.8
WIND-TRE,2002 October 01,REALIZZATO,TRAMONTI DI SOTTO,PN,326163.2,5124449.5
WIND-TRE,2018 March 13,REALIZZATO,LIGNANO SABBIADORO,UD,351567.9,5058930
TELECOM ITALIA MOBILE,2019 July 31,REALIZZATO,CIVIDALE DEL FRIULI,UD,379543.7,5100314
VODAFONE OMNITEL,2014 October 17,REALIZZATO,AVIANO,PN,313706.6,5107494.6
VODAFONE OMNITEL,2016 February 05,REALIZZATO,TARVISIO,UD,390091.2,5149879.7
ILIAD ITALIA,2019 October 11,REALIZZATO,LIGNANO SABBIADORO,UD,355603.5,5061639.7
ILIAD ITALIA,2019 December 12,REALIZZATO,LIGNANO SABBIADORO,UD,354536.4,5060775.5
TELECOM ITALIA MOBILE,2017 October 04,DA REALIZZARE,TRIESTE,TS,403730.7,5058515.1
WIND-TRE,2020 August 05,REALIZZATO,FANNA,PN,326682.7,5116708.3
ILIAD ITALIA,2020 November 19,DA REALIZZARE,PREMARIACCO,UD,378989.5,5100554.5
ILIAD ITALIA,2020 November 19,DA REALIZZARE,PASIANO DI PORDENONE,PN,315599,5081006.2
VODAFONE OMNITEL,2020 November 20,DA REALIZZARE,TRIESTE,TS,407553,5051890
WIND-TRE,,DA REALIZZARE,CERVIGNANO DEL FRIULI,UD,370257.55,5075064.26
VODAFONE OMNITEL,2020 November 20,DA REALIZZARE,TRIESTE,TS,399970.4,5062435.6
ILIAD ITALIA,2019 November 05,REALIZZATO,LIGNANO SABBIADORO,UD,353027.3,5059406.6
ILIAD ITALIA,2020 November 19,DA REALIZZARE,CANEVA,PN,302201.2,5093053.2
WIND-TRE,2020 January 27,REALIZZATO,SAN GIORGIO DI NOGARO,UD,362728.2,5071335.5
WIND-TRE,2020 August 21,REALIZZATO,SEQUALS,PN,332725,5114331.4
ILIAD ITALIA,2020 December 01,DA REALIZZARE,DUINO AURISINA,TS,390323.2,5071645.6
ILIAD ITALIA,2020 December 01,DA REALIZZARE,UDINE,UD,365564.1,5097232.4
ILIAD ITALIA,2020 November 18,DA REALIZZARE,SESTO AL REGHENA,PN,336281.4,5082834.5
VODAFONE OMNITEL,2020 October 13,DA REALIZZARE,UDINE,UD,363497.5,5104714.7
ILIAD ITALIA,2020 December 03,DA REALIZZARE,GORIZIA,GO,392731.5,5089420.4
VODAFONE OMNITEL,2020 November 26,DA REALIZZARE,TRIESTE,TS,407544.9,5055902.1
TELECOM ITALIA MOBILE,2020 November 26,DA REALIZZARE,TRIESTE,TS,405070.1,5055126.3
VODAFONE OMNITEL,2020 November 27,DA REALIZZARE,MUGGIA,TS,406637.9,5049291.1
VODAFONE OMNITEL,2020 December 01,DA REALIZZARE,DUINO AURISINA,TS,392085.6,5070033.2
ILIAD ITALIA,2020 November 26,DA REALIZZARE,DUINO AURISINA,TS,398593.6,5068790
TELECOM ITALIA MOBILE,2020 November 05,REALIZZATO,TRIESTE,TS,406729.9,5052614.1
VODAFONE OMNITEL,2020 November 26,DA REALIZZARE,TRIESTE,TS,406732.2,5055068.2
WIND-TRE,2020 November 26,DA REALIZZARE,TRIESTE,TS,404783.2,5059791.2
ILIAD ITALIA,2020 December 01,DA REALIZZARE,DUINO AURISINA,TS,394886.3,5069313.9
VODAFONE OMNITEL,2020 December 03,DA REALIZZARE,TRIESTE,TS,408174,5052733.8
VODAFONE OMNITEL,2020 November 26,DA REALIZZARE,TRIESTE,TS,405070.1,5055126.3
ILIAD ITALIA,2020 November 20,DA REALIZZARE,CASTIONS DI STRADA,UD,358769.6,5084559.8
ILIAD ITALIA,2020 November 26,DA REALIZZARE,SAN FLORIANO DEL COLLIO,GO,387054.82,5090197.62
VODAFONE OMNITEL,2020 December 03,DA REALIZZARE,TRIESTE,TS,411307,5054901
WIND-TRE,2020 November 27,DA REALIZZARE,CIMOLAIS,PN,303237.46,5129136.08
VODAFONE OMNITEL,2020 December 09,DA REALIZZARE,TRIESTE,TS,411568.9,5054528
TELECOM ITALIA MOBILE,2020 December 03,DA REALIZZARE,TRIESTE,TS,411307,5054901
WIND-TRE,2020 November 27,DA REALIZZARE,UDINE,UD,366173.3,5103955.6
VODAFONE OMNITEL,2020 November 19,DA REALIZZARE,PORDENONE,PN,317378.3,5092419.2
WIND-TRE,2020 August 26,REALIZZATO,MONTEREALE VALCELLINA,PN,319350.4,5113507.7
VODAFONE OMNITEL,2020 December 14,DA REALIZZARE,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,2020 April 17,REALIZZATO,TERZO D'AQUILEIA,UD,370857.2,5072980.6
WIND-TRE,2020 February 12,REALIZZATO,TRIESTE,TS,405496,5056475.1
WIND-TRE,2020 December 11,DA REALIZZARE,UDINE,UD,364735.6,5102565.6
ILIAD ITALIA,2019 October 14,REALIZZATO,GORIZIA,GO,393403.6,5088529.9
VODAFONE OMNITEL,2020 December 14,DA REALIZZARE,CAVASSO NUOVO,PN,328853,5117326.5
VODAFONE OMNITEL,2020 December 09,DA REALIZZARE,TRIESTE,TS,405603.1,5059995
TELECOM ITALIA MOBILE,2020 December 09,DA REALIZZARE,TRIESTE,TS,405603.1,5059995
WIND-TRE,2020 September 25,REALIZZATO,TARCENTO,UD,362357,5118900.6
WIND-TRE,2020 December 11,DA REALIZZARE,PASIAN DI PRATO,UD,360071.77,5101197.48
VODAFONE OMNITEL,2020 December 03,DA REALIZZARE,UDINE,UD,363077.3,5101762.8
ILIAD ITALIA,2020 October 30,DA REALIZZARE,PASIAN DI PRATO,UD,360071.77,5101197.48
WIND-TRE,2020 August 27,REALIZZATO,UDINE,UD,363979.3,5101913.1
WIND-TRE,2020 April 27,REALIZZATO,TRIESTE,TS,400250.3,5061928.8
TELECOM ITALIA MOBILE,2020 November 05,REALIZZATO,PRATO CARNICO,UD,321698,5154392
WIND-TRE,,REALIZZATO,SESTO AL REGHENA,PN,336281.4,5082834.5
WIND-TRE,2020 January 27,REALIZZATO,TAVAGNACCO,UD,362736.4,5108033.4
ILIAD ITALIA,2020 December 03,DA REALIZZARE,CORDENONS,PN,322258.9,5096268
VODAFONE OMNITEL,2020 December 11,DA REALIZZARE,TRIESTE,TS,403730.7,5058515.1
WIND-TRE,2020 April 03,REALIZZATO,TARCENTO,UD,360204.24,5118774.78
VODAFONE OMNITEL,2020 December 11,DA REALIZZARE,TRIESTE,TS,405010.9,5056335.4
VODAFONE OMNITEL,2020 December 14,DA REALIZZARE,CLAUZETTO,PN,339426.3,5120072.2
VODAFONE OMNITEL,2020 December 11,DA REALIZZARE,TRIESTE,TS,406975.1,5055311.6
WIND-TRE,2020 December 16,DA REALIZZARE,UDINE,UD,363000.8,5102702.9
ILIAD ITALIA,2020 December 03,DA REALIZZARE,PORDENONE,PN,318626.7,5091035.7
ILIAD ITALIA,2020 April 28,REALIZZATO,CODROIPO,UD,344181.2,5092419.3
ALTRO GESTORE,2020 December 18,DA REALIZZARE,MONFALCONE,GO,385043.5,5074391.3
ALTRO GESTORE,2020 December 18,DA REALIZZARE,MONFALCONE,GO,385043.5,5074391.3
ILIAD ITALIA,2019 October 10,REALIZZATO,LIGNANO SABBIADORO,UD,351567.9,5058930
TELECOM ITALIA MOBILE,2020 November 20,REALIZZATO,TRIESTE,TS,407553,5051890
VODAFONE OMNITEL,2020 December 18,DA REALIZZARE,TRIESTE,TS,406117,5054795.1
ILIAD ITALIA,2020 May 07,REALIZZATO,BUTTRIO,UD,370031.5,5097770.4
ILIAD ITALIA,2020 April 27,REALIZZATO,VARMO,UD,343916.4,5084603
VODAFONE OMNITEL,2020 December 22,DA REALIZZARE,GRADO,GO,377788.6,5059471.3
ILIAD ITALIA,2020 December 03,DA REALIZZARE,LIGNANO SABBIADORO,UD,353729.9,5060136
ILIAD ITALIA,2020 May 07,REALIZZATO,PREMARIACCO,UD,375256.8,5101566.1
WIND-TRE,2020 December 16,DA REALIZZARE,UDINE,UD,363368.2,5105235.7
TELECOM ITALIA MOBILE,2020 September 22,REALIZZATO,TRIESTE,TS,407608.4,5054493.1
ILIAD ITALIA,2019 December 18,REALIZZATO,LIGNANO SABBIADORO,UD,351841.9,5059513
WIND-TRE,2020 December 23,DA REALIZZARE,TRIESTE,TS,404397.2,5057734.7
TELECOM ITALIA MOBILE,2020 April 10,REALIZZATO,VITO D'ASIO,PN,340986.8,5121359
TELECOM ITALIA MOBILE,2020 December 03,REALIZZATO,TRIESTE,TS,408174,5052733.8
ILIAD ITALIA,2019 October 14,REALIZZATO,LIGNANO SABBIADORO,UD,354908.6,5061348.2
VODAFONE OMNITEL,2020 December 17,DA REALIZZARE,PORDENONE,PN,318028.9,5093831.1
TELECOM ITALIA MOBILE,2020 November 26,REALIZZATO,TRIESTE,TS,407544.9,5055902.1
ILIAD ITALIA,2020 December 21,DA REALIZZARE,SAN GIORGIO DI NOGARO,UD,362661.96,5069134.33
ILIAD ITALIA,2020 November 27,DA REALIZZARE,SAN VITO AL TAGLIAMENTO,PN,333687.4,5087265.3
WIND-TRE,2020 September 29,REALIZZATO,GORIZIA,GO,391574.7,5087557.1
WIND-TRE,2020 December 09,DA REALIZZARE,FAGAGNA,UD,351533,5108398
ALTRO GESTORE,2020 December 18,DA REALIZZARE,MONFALCONE,GO,386898.8,5073552.2
ALTRO GESTORE,2020 December 18,DA REALIZZARE,MONFALCONE,GO,386898.8,5073552.2
VODAFONE OMNITEL,2020 December 23,DA REALIZZARE,TRIESTE,TS,406979.5,5056543.6
WIND-TRE,2020 December 16,DA REALIZZARE,UDINE,UD,363749.3,5103447.4
ALTRO GESTORE,2020 December 18,DA REALIZZARE,LATISANA,UD,344430.9,5072338.6
ALTRO GESTORE,2020 December 18,DA REALIZZARE,LATISANA,UD,344430.9,5072338.6
TELECOM ITALIA MOBILE,2020 December 18,DA REALIZZARE,TRIESTE,TS,405778.5,5059381.5
VODAFONE OMNITEL,2020 December 29,DA REALIZZARE,RONCHI DEI LEGIONARI,GO,382987.6,5076513.9
VODAFONE OMNITEL,2020 December 23,DA REALIZZARE,CIVIDALE DEL FRIULI,UD,379543.7,5100314
WIND-TRE,2020 June 11,REALIZZATO,UDINE,UD,361854.4,5104904.2
ILIAD ITALIA,2020 December 28,DA REALIZZARE,GRADO,GO,376368.31,5059784.07
WIND-TRE,2020 September 11,REALIZZATO,PORDENONE,PN,318430.9,5090836.2
VODAFONE OMNITEL,2020 December 29,DA REALIZZARE,TRIESTE,TS,404397.2,5057734.7
VODAFONE OMNITEL,2020 December 29,DA REALIZZARE,SAN QUIRINO,PN,320090,5101796.9
VODAFONE OMNITEL,2020 December 18,DA REALIZZARE,TRIESTE,TS,406209.3,5052935.9
VODAFONE OMNITEL,2020 December 18,DA REALIZZARE,TRIESTE,TS,405778.5,5059381.5
ILIAD ITALIA,2020 December 03,DA REALIZZARE,LIGNANO SABBIADORO,UD,352949.41,5060092.67
VODAFONE OMNITEL,2020 December 29,DA REALIZZARE,TRIESTE,TS,408666.6,5052397.6
ILIAD ITALIA,2020 March 31,REALIZZATO,RIVIGNANO,UD,348891.2,5082371.3
TELECOM ITALIA MOBILE,2020 December 03,DA REALIZZARE,TRIESTE,TS,404971.5,5055002.7
TELECOM ITALIA MOBILE,2020 October 16,REALIZZATO,TRIESTE,TS,408156,5054286
ILIAD ITALIA,2020 April 27,REALIZZATO,PORCIA,PN,316690.9,5091818.3
ILIAD ITALIA,2020 June 26,REALIZZATO,BICINICCO,UD,364182.6,5086915
ILIAD ITALIA,2020 May 07,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370560.1,5075544.3
ILIAD ITALIA,2020 April 17,REALIZZATO,AIELLO DEL FRIULI,UD,373452.9,5082044.9
ILIAD ITALIA,2020 May 07,REALIZZATO,RONCHI DEI LEGIONARI,GO,383604.5,5076073.3
ILIAD ITALIA,2019 June 12,REALIZZATO,GORIZIA,GO,393541.6,5087728.9
VODAFONE OMNITEL,2020 December 29,DA REALIZZARE,UDINE,UD,364523.3,5102028.7
TELECOM ITALIA MOBILE,2019 October 23,REALIZZATO,MANIAGO,PN,323829,5115692.6
ILIAD ITALIA,2020 July 13,REALIZZATO,MOSSA,GO,387730.8,5087944
VODAFONE OMNITEL,2020 December 03,DA REALIZZARE,TRIESTE,TS,404971.5,5055002.7
ILIAD ITALIA,2020 September 11,REALIZZATO,MONFALCONE,GO,388026.9,5074326.5
TELECOM ITALIA MOBILE,2020 December 09,REALIZZATO,TRIESTE,TS,411568.9,5054528
ILIAD ITALIA,2020 December 10,DA REALIZZARE,BASILIANO,UD,353212.3,5098141
VODAFONE OMNITEL,2020 December 18,DA REALIZZARE,STREGNA,UD,390115.6,5109158.8
VODAFONE OMNITEL,2020 December 29,DA REALIZZARE,CHIONS,PN,327329.95,5084545.42
WIND-TRE,2020 December 23,DA REALIZZARE,UDINE,UD,363191.7,5102071.1
WIND-TRE,2020 December 17,DA REALIZZARE,CIVIDALE DEL FRIULI,UD,378121.6,5105493.2
ILIAD ITALIA,2020 May 07,REALIZZATO,LATISANA,UD,348112.6,5064570.9
ILIAD ITALIA,2020 October 23,REALIZZATO,PALMANOVA,UD,367822.2,5084934.5
ILIAD ITALIA,2020 December 16,DA REALIZZARE,CORDOVADO,PN,335842.89,5080423.18
WIND-TRE,2019 March 27,REALIZZATO,LATISANA,UD,344430.9,5072338.6
WIND-TRE,2020 September 22,REALIZZATO,FONTANAFREDDA,PN,310112.7,5096183.7
ILIAD ITALIA,2020 May 07,REALIZZATO,FIUME VENETO,PN,322027.9,5087553.2
WIND-TRE,2020 June 08,REALIZZATO,MANZANO,UD,375583.88,5097656.54
ILIAD ITALIA,2020 May 26,REALIZZATO,PREMARIACCO,UD,374908.7,5100633.3
TELECOM ITALIA MOBILE,2019 October 04,REALIZZATO,CORDENONS,PN,320894,5094459
VODAFONE OMNITEL,2020 December 18,DA REALIZZARE,STREGNA,UD,390603.4,5109222.2
VODAFONE OMNITEL,2021 January 05,DA REALIZZARE,CANEVA,PN,302924.2,5095183.1
TELECOM ITALIA MOBILE,2020 September 11,REALIZZATO,TRIESTE,TS,404318.1,5060211.1
WIND-TRE,2021 January 12,DA REALIZZARE,LIGNANO SABBIADORO,UD,353458.6,5059470.5
TELECOM ITALIA MOBILE,2021 January 12,DA REALIZZARE,SAVOGNA D'ISONZO,GO,389579.7,5084287.8
TELECOM ITALIA MOBILE,2019 September 23,REALIZZATO,FRISANCO,PN,324705,5119897.3
WIND-TRE,2021 January 12,DA REALIZZARE,SAVOGNA D'ISONZO,GO,389579.7,5084287.8
TELECOM ITALIA MOBILE,2020 October 21,REALIZZATO,TRIESTE,TS,406557,5054183.1
VODAFONE OMNITEL,2021 January 12,DA REALIZZARE,LIGNANO SABBIADORO,UD,353052.9,5059373.4
WIND-TRE,2021 January 07,DA REALIZZARE,CIVIDALE DEL FRIULI,UD,378488.3,5105706.7
TELECOM ITALIA MOBILE,2020 September 22,REALIZZATO,TRIESTE,TS,408817.8,5056934
VODAFONE OMNITEL,2021 January 12,DA REALIZZARE,SAVOGNA D'ISONZO,GO,389579.7,5084287.8
WIND-TRE,2020 August 12,REALIZZATO,TRIESTE,TS,403985.9,5058645.6
ILIAD ITALIA,2021 January 12,DA REALIZZARE,SAVOGNA D'ISONZO,GO,389579.7,5084287.8
ILIAD ITALIA,2020 March 19,DA REALIZZARE,GONARS,UD,362455.8,5083552.3
TELECOM ITALIA MOBILE,2019 October 17,REALIZZATO,SAN DORLIGO DELLA VALLE,TS,410735.6,5051396
VODAFONE OMNITEL,2021 January 20,DA REALIZZARE,TRIESTE,TS,407042.1,5060420
TELECOM ITALIA MOBILE,2021 January 19,DA REALIZZARE,TRIESTE,TS,406567,5054006.2
VODAFONE OMNITEL,2021 January 19,DA REALIZZARE,TRIESTE,TS,406567,5054006.2
ILIAD ITALIA,2021 January 20,DA REALIZZARE,GORIZIA,GO,392025.85,5087666.59
ALTRO GESTORE,2021 January 19,DA REALIZZARE,TRIESTE,TS,405136,5053858.1
ALTRO GESTORE,2021 January 19,DA REALIZZARE,TRIESTE,TS,405136,5053858.1
ALTRO GESTORE,2021 January 19,DA REALIZZARE,TRIESTE,TS,407231.7,5053327.4
ALTRO GESTORE,2021 January 19,DA REALIZZARE,TRIESTE,TS,407231.7,5053327.4
ILIAD ITALIA,2021 January 07,DA REALIZZARE,CAMPOFORMIDO,UD,360727.44,5098784.78
VODAFONE OMNITEL,2020 November 05,REALIZZATO,TRIESTE,TS,406729.9,5052614.1
VODAFONE OMNITEL,2021 January 22,DA REALIZZARE,TRIESTE,TS,405487.7,5056142.7
WIND-TRE,2021 January 26,DA REALIZZARE,TRIESTE,TS,406124.2,5056424.2
VODAFONE OMNITEL,2021 January 26,DA REALIZZARE,TRIESTE,TS,405324.2,5056545
TELECOM ITALIA MOBILE,2020 June 11,REALIZZATO,STREGNA,UD,390115.6,5109158.8
VODAFONE OMNITEL,2020 September 11,REALIZZATO,TRIESTE,TS,404318.1,5060211.1
WIND-TRE,2021 January 22,DA REALIZZARE,TRIESTE,TS,404262.3,5055899.2
TELECOM ITALIA MOBILE,2020 October 21,REALIZZATO,TRIESTE,TS,406321.6,5052438.1
VODAFONE OMNITEL,2020 September 22,REALIZZATO,TRIESTE,TS,408817.8,5056934
ILIAD ITALIA,2021 January 26,DA REALIZZARE,ROMANS D'ISONZO,GO,378646.61,5083965.48
ILIAD ITALIA,2021 January 26,DA REALIZZARE,FOGLIANO REDIPUGLIA,GO,382623.03,5077973.12
TELECOM ITALIA MOBILE,2020 December 01,REALIZZATO,SAN VITO AL TORRE,UD,374185,5084044
ILIAD ITALIA,2020 May 07,REALIZZATO,AQUILEIA,UD,372065.7,5069703.6
TELECOM ITALIA MOBILE,2021 January 29,DA REALIZZARE,TRIESTE,TS,408103.9,5052105.1
ILIAD ITALIA,2020 March 12,REALIZZATO,TALMASSONS,UD,353115.1,5087486.6
ALTRO GESTORE,2021 January 22,DA REALIZZARE,VILLA SANTINA,UD,341710,5141204.5
ILIAD ITALIA,2019 December 30,REALIZZATO,PORCIA,PN,315311.5,5094088.5
VODAFONE OMNITEL,2021 January 15,DA REALIZZARE,SEQUALS,PN,333238.91,5114181.48
ALTRO GESTORE,2021 January 20,DA REALIZZARE,CIVIDALE DEL FRIULI,UD,378121.6,5105493.2
ALTRO GESTORE,2021 January 20,DA REALIZZARE,CIVIDALE DEL FRIULI,UD,378121.6,5105493.2
VODAFONE OMNITEL,2021 January 21,DA REALIZZARE,RIGOLATO,UD,335461.4,5157925.4
VODAFONE OMNITEL,2021 January 12,DA REALIZZARE,CIMOLAIS,PN,302381.8,5129167.5
ALTRO GESTORE,2021 January 29,DA REALIZZARE,TRIESTE,TS,405978.6,5052436.2
ALTRO GESTORE,2021 January 29,DA REALIZZARE,TRIESTE,TS,405978.6,5052436.2
ILIAD ITALIA,2020 March 06,REALIZZATO,BASILIANO,UD,350630.8,5096082.8
ALTRO GESTORE,2021 February 03,DA REALIZZARE,GORIZIA,GO,392361.6,5086514.1
ALTRO GESTORE,2021 February 03,DA REALIZZARE,GORIZIA,GO,392361.6,5086514.1
TELECOM ITALIA MOBILE,2021 January 21,DA REALIZZARE,RIGOLATO,UD,335461.4,5157925.4
VODAFONE OMNITEL,2021 January 19,DA REALIZZARE,TOLMEZZO,UD,347473.7,5141051.7
TELECOM ITALIA MOBILE,2021 January 19,DA REALIZZARE,MARTIGNACCO,UD,359143.1,5105118.3
VODAFONE OMNITEL,2001 December 13,SOSTITUITO,DUINO AURISINA,TS,396251.3,5067194.1
ILIAD ITALIA,2020 May 19,REALIZZATO,VARMO,UD,344456.4,5083292.7
VODAFONE OMNITEL,2021 January 29,DA REALIZZARE,TRIESTE,TS,408103.9,5052105.1
ILIAD ITALIA,2020 April 15,REALIZZATO,CIVIDALE DEL FRIULI,UD,377917.8,5105664.9
VODAFONE OMNITEL,2021 January 19,DA REALIZZARE,MARTIGNACCO,UD,359143.1,5105118.3
WIND-TRE,2021 February 09,DA REALIZZARE,UDINE,UD,362335.3,5102234.3
WIND-TRE,2020 March 17,REALIZZATO,CODROIPO,UD,346888.26,5090717.39
ILIAD ITALIA,2021 February 05,DA REALIZZARE,PRATA DI PORDENONE,PN,312073.81,5084230.6
ALTRO GESTORE,2019 September 03,DA REALIZZARE,BERTIOLO,UD,349452.1,5089637.1
ILIAD ITALIA,2020 March 24,REALIZZATO,CAPRIVA DEL FRIULI,GO,385114.9,5088562.9
ILIAD ITALIA,2018 June 26,REALIZZATO,DUINO AURISINA,TS,391020.6,5070593.5
WIND-TRE,2021 January 29,DA REALIZZARE,CASARSA DELLA DELIZIA,PN,332733.6,5092526.9
ILIAD ITALIA,2018 June 26,REALIZZATO,DUINO AURISINA,TS,396195.3,5066833.1
VODAFONE OMNITEL,2021 February 09,DA REALIZZARE,MALBORGHETTO VALBRUNA,UD,380459.8,5151585.4
ILIAD ITALIA,2018 August 28,REALIZZATO,TRIESTE,TS,406127.9,5056419.7
VODAFONE OMNITEL,2021 January 19,DA REALIZZARE,UDINE,UD,361073.2,5101110.7
